crop1,crop2,source,type,Reason,Sens
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Sauge,19,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Sauge,17,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Sauge,16,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Sauge,15,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Sauge,12,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Sauge,11,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Soucis,23,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Soucis,20,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Soucis,18,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Soucis,17,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Soucis,14,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Tanaisie,23,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Tanaisie,17,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Thym,9,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Thym,6,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Thym,5,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Thym,23,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Thym,20,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Thym,17,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Thym,16,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Thym,15,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Thym,12,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Tomate,9,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Tomate,8,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Tomate,6,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Tomate,5,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Tomate,3,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Tomate,20,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Tomate,2,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Tomate,18,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Tomate,17,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Tomate,15,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Tomate,14,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Tomate,13,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Tomate,12,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Tomate,11,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Tomate,1,+,,
Chou de bruxelles,Concombre,23,+,,
Chou de bruxelles,Concombre,17,+,,
Chou de bruxelles,Concombre,15,+,,
Chou de bruxelles,Coriandre,23,+,,
Chou de bruxelles,Epinard,15,+,,
Chou de bruxelles,Fève & Fèverole,9,+,,
Chou de bruxelles,Fève & Fèverole,4,+,,
Chou de bruxelles,Fève & Fèverole,23,+,,
Chou de bruxelles,Fraise,23,+,,
Chou de bruxelles,"Haricots (à rame, à grain, blancs, violets, nains)",17,+,,
Chou de bruxelles,"Haricots (à rame, à grain, blancs, violets, nains)",23,+,,
Chou de bruxelles,"Haricots (à rame, à grain, blancs, violets, nains)",15,+,,
Chou de bruxelles,"Haricots (à rame, à grain, blancs, violets, nains)",9,+,,
Chou de bruxelles,Hysope,4,+,,
Chou de bruxelles,Hysope,9,+,,
Chou de bruxelles,Laitue (Salade),9,+,,
Chou de bruxelles,Laitue (Salade),15,+,,
Chou de bruxelles,Mâche,15,+,,
Chou de bruxelles,Melon,15,+,,
Chou de bruxelles,Menthe,4,+,,
Chou de bruxelles,Menthe,9,+,,
Chou de bruxelles,Menthe,15,+,,
Chou de bruxelles,Oignon,20,+,,
Chou de bruxelles,Oignon,15,+,,
Chou de bruxelles,Origan (Marjolaine),23,+,,
Chou de bruxelles,Pois,17,+,,
Chou de bruxelles,Pois,15,+,,
Chou de bruxelles,Pomme de terre,9,+,,
Chou de bruxelles,Pomme de terre,4,+,,
Chou de bruxelles,Pomme de terre,23,+,,
Chou de bruxelles,Pomme de terre,19,+,,
Chou de bruxelles,Pomme de terre,17,+,,
Chou de bruxelles,Romarin,4,+,,
Chou de bruxelles,Romarin,9,+,,
Chou de bruxelles,Sauge,4,+,,
Chou de bruxelles,Sauge,9,+,,
Chou de bruxelles,Soucis,23,+,,
Chou de bruxelles,Soucis,15,+,,
Chou de bruxelles,Thym,19,+,,
Chou de bruxelles,Tomate,17,+,,
Chou de bruxelles,Tomate,14,+,,
Chou de bruxelles,Tournesol,23,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Cresson,15,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Endive,15,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Epinard,19,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Epinard,18,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Fève & Fèverole,9,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Phacélie,14,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Pois,19,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Radis,9,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Tomate,23,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)","Choux (cabus, fleur, chinois, milan, frisé, rave)",14,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Fraise,14,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Laitue (Salade),8,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Laitue (Salade),19,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Poireau,1,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Poireau,14,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Radis,5,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Radis,15,+,,
Ciboulette,Concombre,17,+,,
Ciboulette,Concombre,15,+,,
Ciboulette,Concombre,1,+,,
Ciboulette,Fraise,8,+,,
Ciboulette,Fraise,23,+,,
Ciboulette,Fraise,17,+,,
Ciboulette,Fraise,13,+,,
Ciboulette,Fraise,1,+,,
Ciboulette,Laitue (Salade),17,+,,
Ciboulette,Mûre,23,+,,
Ciboulette,Origan (Marjolaine),23,+,,
Ciboulette,Oseille,15,+,,
Ciboulette,Panais,23,+,,
Ciboulette,Persil,23,+,,
Ciboulette,Persil,15,+,,
Ciboulette,Pois,17,+,,
Ciboulette,Pomme,23,+,,
Ciboulette,Pomme,17,+,,
Ciboulette,Pomme,11,+,,
Ciboulette,Rutabaga,15,+,,
Ciboulette,Tomate,9,+,,
Ciboulette,Tomate,23,+,,
Ciboulette,Tomate,17,+,,
Ciboulette,Tomate,16,+,,
Ciboulette,Tomate,15,+,,
Ciboulette,Vigne,15,+,,
Citronelle,Tomate,15,+,,
Concombre,Coriandre,1,+,,
Concombre,Endive,15,+,,
Concombre,Endive,14,+,,
Concombre,Epinard,9,+,,
Concombre,Epinard,8,+,,
Concombre,Epinard,3,+,,
Concombre,Epinard,15,+,,
Concombre,Epinard,14,+,,
Concombre,Epinard,10,+,,
Concombre,Fève & Fèverole,9,+,,
Concombre,Fève & Fèverole,6,+,,
Concombre,Fève & Fèverole,4,+,,
Concombre,Fève & Fèverole,22,+,,
Concombre,Fève & Fèverole,15,+,,
Concombre,Fève & Fèverole,10,+,,
Concombre,Fenouil,7,+,,
Concombre,Fenouil,6,+,,
Concombre,Fenouil,3,+,,
Concombre,Fenouil,15,+,,
Concombre,Fenouil,14,+,,
Concombre,"Haricots (à rame, à grain, blancs, violets, nains)",11,+,,
Concombre,"Haricots (à rame, à grain, blancs, violets, nains)",15,+,,
Concombre,"Haricots (à rame, à grain, blancs, violets, nains)",9,+,,
Concombre,"Haricots (à rame, à grain, blancs, violets, nains)",3,+,,
Concombre,"Haricots (à rame, à grain, blancs, violets, nains)",20,+,,
Concombre,"Haricots (à rame, à grain, blancs, violets, nains)",18,+,,
Concombre,"Haricots (à rame, à grain, blancs, violets, nains)",14,+,,
Concombre,"Haricots (à rame, à grain, blancs, violets, nains)",22,+,,
Concombre,"Haricots (à rame, à grain, blancs, violets, nains)",8,+,,
Concombre,"Haricots (à rame, à grain, blancs, violets, nains)",7,+,,
Concombre,"Haricots (à rame, à grain, blancs, violets, nains)",6,+,,
Concombre,"Haricots (à rame, à grain, blancs, violets, nains)",5,+,,
Concombre,"Haricots (à rame, à grain, blancs, violets, nains)",23,+,,
Concombre,"Haricots (à rame, à grain, blancs, violets, nains)",21,+,,
Concombre,"Haricots (à rame, à grain, blancs, violets, nains)",2,+,,
Concombre,"Haricots (à rame, à grain, blancs, violets, nains)",19,+,,
Concombre,"Haricots (à rame, à grain, blancs, violets, nains)",17,+,,
Concombre,"Haricots (à rame, à grain, blancs, violets, nains)",16,+,,
Concombre,"Haricots (à rame, à grain, blancs, violets, nains)",12,+,,
Concombre,"Haricots (à rame, à grain, blancs, violets, nains)",10,+,,
Concombre,Laitue (Salade),9,+,,
Concombre,Laitue (Salade),8,+,,
Concombre,Laitue (Salade),7,+,,
Concombre,Laitue (Salade),6,+,,
Concombre,Laitue (Salade),5,+,,
Concombre,Laitue (Salade),4,+,,
Concombre,Laitue (Salade),3,+,,
Concombre,Laitue (Salade),23,+,,
Concombre,Laitue (Salade),22,+,,
Concombre,Laitue (Salade),21,+,,
Concombre,Laitue (Salade),20,+,,
Concombre,Laitue (Salade),19,+,,
Concombre,Laitue (Salade),18,+,,
Concombre,Laitue (Salade),17,+,,
Concombre,Laitue (Salade),15,+,,
Concombre,Laitue (Salade),11,+,,
Concombre,Laitue (Salade),10,+,,
Concombre,Laitue (Salade),1,+,,
Concombre,Mâche,14,+,,
Concombre,Maïs,9,+,,
Concombre,Maïs,7,+,,
Concombre,Maïs,6,+,,
Concombre,Maïs,5,+,,
Concombre,Maïs,23,+,,
Concombre,Maïs,22,+,,
Concombre,Maïs,20,+,,
Concombre,Maïs,2,+,,
Concombre,Maïs,19,+,,
Concombre,Maïs,18,+,,
Concombre,Maïs,17,+,,
Concombre,Maïs,16,+,,
Concombre,Maïs,15,+,,
Concombre,Maïs,11,+,,
Concombre,Maïs,1,+,,
Concombre,Navet,17,+,,
Concombre,Œillet d'Inde (Tagète),15,+,,
Concombre,Oignon,9,+,,
Concombre,Oignon,8,+,,
Concombre,Oignon,7,+,,
Concombre,Oignon,5,+,,
Concombre,Oignon,3,+,,
Concombre,Oignon,20,+,,
Concombre,Oignon,2,+,,
Concombre,Oignon,18,+,,
Concombre,Oignon,15,+,,
Concombre,Oignon,14,+,,
Concombre,Oignon,10,+,,
Concombre,Oignon,1,+,,
Concombre,Origan (Marjolaine),23,+,,
Concombre,Origan (Marjolaine),15,+,,
Concombre,Panais,17,+,,
Concombre,Pois,9,+,,
Concombre,Pois,6,+,,
Concombre,Pois,5,+,,
Concombre,Pois,4,+,,
Concombre,Pois,23,+,,
Concombre,Pois,22,+,,
Concombre,Pois,21,+,,
Concombre,Pois,20,+,,
Concombre,Pois,2,+,,
Concombre,Pois,19,+,,
Concombre,Pois,18,+,,
Concombre,Pois,17,+,,
Concombre,Pois,16,+,,
Concombre,Pois,15,+,,
Concombre,Pois,11,+,,
Concombre,Pois,10,+,,
Concombre,Pois,1,+,,
Concombre,Radis,9,+,,
Concombre,Radis,7,+,,
Concombre,Radis,6,+,,
Concombre,Radis,5,+,,
Concombre,Radis,4,+,,
Concombre,Radis,23,+,,
Concombre,Radis,22,+,,
Concombre,Radis,21,+,,
Concombre,Radis,20,+,,
Concombre,Radis,2,+,,
Concombre,Radis,19,+,,
Concombre,Radis,18,+,,
Concombre,Radis,17,+,,
Concombre,Radis,16,+,,
Concombre,Radis,15,+,,
Concombre,Radis,11,+,,
Concombre,Sarriette,18,+,,
Concombre,Sarriette,20,+,,
Concombre,Soucis,18,+,,
Concombre,Tanaisie,23,+,,
Concombre,Tanaisie,17,+,,
Concombre,Tanaisie,16,+,,
Concombre,Tomate,9,+,,
Concombre,Tomate,7,+,,
Concombre,Tomate,4,+,,
Concombre,Tomate,22,+,,
Concombre,Tomate,21,+,,
Concombre,Tomate,20,+,,
Concombre,Tomate,15,+,,
Concombre,Tournesol,9,+,,
Concombre,Tournesol,6,+,,
Concombre,Tournesol,5,+,,
Concombre,Tournesol,23,+,,
Concombre,Tournesol,22,+,,
Concombre,Tournesol,21,+,,
Concombre,Tournesol,20,+,,
Concombre,Tournesol,17,+,,
Concombre,Tournesol,16,+,,
Concombre,Tournesol,15,+,,
Concombre,Tournesol,11,+,,
Coriandre,Pomme de terre,20,+,,
Coriandre,Pomme de terre,15,+,,
Coriandre,Pomme de terre,1,+,,
Cornichon,Endive,15,+,,
Cornichon,Fève & Fèverole,6,+,,
Cornichon,Fève & Fèverole,10,+,,
Cornichon,"Haricots (à rame, à grain, blancs, violets, nains)",9,+,,
Cornichon,"Haricots (à rame, à grain, blancs, violets, nains)",6,+,,
Cornichon,"Haricots (à rame, à grain, blancs, violets, nains)",5,+,,
Cornichon,"Haricots (à rame, à grain, blancs, violets, nains)",15,+,,
Cornichon,"Haricots (à rame, à grain, blancs, violets, nains)",12,+,,
Cornichon,Laitue (Salade),9,+,,
Cornichon,Laitue (Salade),6,+,,
Cornichon,Laitue (Salade),5,+,,
Cornichon,Laitue (Salade),15,+,,
Cornichon,Laitue (Salade),12,+,,
Cornichon,Maïs,9,+,,
Cornichon,Maïs,6,+,,
Cornichon,Maïs,5,+,,
Cornichon,Œillet d'Inde (Tagète),15,+,,
Cornichon,Oignon,9,+,,
Cornichon,Oignon,5,+,,
Cornichon,Pois,9,+,,
Cornichon,Pois,6,+,,
Cornichon,Pois,5,+,,
Cornichon,Radis,6,+,,
Cornichon,Tournesol,6,+,,
Cornichon,Tournesol,9,+,,
"Courge, Citrouille, Potiron",Dahlia,15,+,,
"Courge, Citrouille, Potiron",Fève & Fèverole,9,+,,
"Courge, Citrouille, Potiron",Fève & Fèverole,6,+,,
"Courge, Citrouille, Potiron",Fève & Fèverole,4,+,,
"Courge, Citrouille, Potiron","Haricots (à rame, à grain, blancs, violets, nains)",6,+,,
"Courge, Citrouille, Potiron","Haricots (à rame, à grain, blancs, violets, nains)",5,+,,
"Courge, Citrouille, Potiron","Haricots (à rame, à grain, blancs, violets, nains)",4,+,,
"Courge, Citrouille, Potiron","Haricots (à rame, à grain, blancs, violets, nains)",2,+,,
"Courge, Citrouille, Potiron","Haricots (à rame, à grain, blancs, violets, nains)",19,+,,
"Courge, Citrouille, Potiron","Haricots (à rame, à grain, blancs, violets, nains)",17,+,,
"Courge, Citrouille, Potiron",Laitue (Salade),9,+,,
"Courge, Citrouille, Potiron",Laitue (Salade),7,+,,
"Courge, Citrouille, Potiron",Laitue (Salade),6,+,,
"Courge, Citrouille, Potiron",Laitue (Salade),5,+,,
"Courge, Citrouille, Potiron",Laitue (Salade),15,+,,
"Courge, Citrouille, Potiron",Laitue (Salade),1,+,,
"Courge, Citrouille, Potiron",Maïs,9,+,,
"Courge, Citrouille, Potiron",Maïs,7,+,,
"Courge, Citrouille, Potiron",Maïs,6,+,,
"Courge, Citrouille, Potiron",Maïs,5,+,,
"Courge, Citrouille, Potiron",Maïs,4,+,,
"Courge, Citrouille, Potiron",Maïs,23,+,,
"Courge, Citrouille, Potiron",Maïs,22,+,,
"Courge, Citrouille, Potiron",Maïs,20,+,,
"Courge, Citrouille, Potiron",Maïs,2,+,,
"Courge, Citrouille, Potiron",Maïs,19,+,,
"Courge, Citrouille, Potiron",Maïs,18,+,,
"Courge, Citrouille, Potiron",Maïs,17,+,,
"Courge, Citrouille, Potiron",Maïs,16,+,,
"Courge, Citrouille, Potiron",Maïs,15,+,,
"Courge, Citrouille, Potiron",Maïs,11,+,,
"Courge, Citrouille, Potiron",Maïs,1,+,,
"Courge, Citrouille, Potiron",Melon,9,+,,
"Courge, Citrouille, Potiron",Melon,6,+,,
"Courge, Citrouille, Potiron",Melon,15,+,,
"Courge, Citrouille, Potiron",Menthe,4,+,,
"Courge, Citrouille, Potiron",Menthe,9,+,,
"Courge, Citrouille, Potiron",Oignon,20,+,,
"Courge, Citrouille, Potiron",Oignon,18,+,,
"Courge, Citrouille, Potiron",Oignon,10,+,,
"Courge, Citrouille, Potiron",Origan (Marjolaine),23,+,,
"Courge, Citrouille, Potiron",Origan (Marjolaine),15,+,,
"Courge, Citrouille, Potiron",Pois,9,+,,
"Courge, Citrouille, Potiron",Pois,19,+,,
"Courge, Citrouille, Potiron",Pois,17,+,,
"Courge, Citrouille, Potiron",Pois,16,+,,
"Courge, Citrouille, Potiron",Pois,15,+,,
"Courge, Citrouille, Potiron",Pomme de terre,6,+,,
"Courge, Citrouille, Potiron",Pomme de terre,5,+,,
"Courge, Citrouille, Potiron",Pomme de terre,15,+,,
"Courge, Citrouille, Potiron",Pomme de terre,1,+,,
"Courge, Citrouille, Potiron",Radis,9,+,,
"Courge, Citrouille, Potiron",Radis,4,+,,
"Courge, Citrouille, Potiron",Radis,20,+,,
"Courge, Citrouille, Potiron",Radis,19,+,,
"Courge, Citrouille, Potiron",Radis,18,+,,
"Courge, Citrouille, Potiron",Radis,17,+,,
"Courge, Citrouille, Potiron",Radis,15,+,,
"Courge, Citrouille, Potiron",Radis,11,+,,
"Courge, Citrouille, Potiron",Sarriette,15,+,,
"Courge, Citrouille, Potiron",Soucis,20,+,,
"Courge, Citrouille, Potiron",Soucis,22,+,,
"Courge, Citrouille, Potiron",Tanaisie,23,+,,
"Courge, Citrouille, Potiron",Tanaisie,17,+,,
"Courge, Citrouille, Potiron",Tanaisie,16,+,,
"Courge, Citrouille, Potiron",Tournesol,23,+,,
"Courge, Citrouille, Potiron",Tournesol,17,+,,
Courgette,Dahlia,15,+,,
Courgette,Epinard,15,+,,
Courgette,Fève & Fèverole,6,+,,
Courgette,Fève & Fèverole,10,+,,
Courgette,"Haricots (à rame, à grain, blancs, violets, nains)",6,+,,
Courgette,"Haricots (à rame, à grain, blancs, violets, nains)",5,+,,
Courgette,"Haricots (à rame, à grain, blancs, violets, nains)",14,+,,
Courgette,"Haricots (à rame, à grain, blancs, violets, nains)",10,+,,
Courgette,Laitue (Salade),6,+,,
Courgette,Laitue (Salade),10,+,,
Courgette,Maïs,6,+,,
Courgette,Maïs,5,+,,
Courgette,Maïs,23,+,,
Courgette,Maïs,17,+,,
Courgette,Maïs,15,+,,
Courgette,Maïs,1,+,,
Courgette,Menthe,15,+,,
Courgette,Oignon,14,+,,
Courgette,Oignon,10,+,,
Courgette,Origan (Marjolaine),23,+,,
Courgette,Poireau,15,+,,
Courgette,Pomme de terre,5,+,,
Courgette,Pomme de terre,4,+,,
Courgette,Pomme de terre,1,+,,
Cresson,Fraise,14,+,,
Cresson,Framboise,1,+,,
Cresson,Persil,15,+,,
Cresson,Radis,9,+,,
Cresson,Radis,8,+,,
Cresson,Radis,5,+,,
Cresson,Radis,3,+,,
Cresson,Radis,15,+,,
Cresson,Radis,14,+,,
Cresson,Tomate,1,+,,
Cresson,Tomate,14,+,,
Echalote,Fraise,6,+,,
Echalote,Fraise,10,+,,
Echalote,Laitue (Salade),6,+,,
Echalote,Laitue (Salade),15,+,,
Echalote,Laitue (Salade),12,+,,
Echalote,Laitue (Salade),10,+,,
Echalote,Oignon,10,+,,
Echalote,Oignon,15,+,,
Echalote,Pomme de terre,6,+,,
Echalote,Pomme de terre,10,+,,
Echalote,Tomate,6,+,,
Echalote,Tomate,15,+,,
Echalote,Tomate,10,+,,
Endive,Epinard,9,+,,
Endive,Epinard,14,+,,
Endive,Fenouil,6,+,,
Endive,Fenouil,7,+,,
Endive,Fenouil,14,+,,
Endive,"Haricots (à rame, à grain, blancs, violets, nains)",7,+,,
Endive,"Haricots (à rame, à grain, blancs, violets, nains)",6,+,,
Endive,"Haricots (à rame, à grain, blancs, violets, nains)",14,+,,
Endive,Laitue (Salade),7,+,,
Endive,Laitue (Salade),9,+,,
Endive,Navet,15,+,,
Endive,Oignon,9,+,,
Endive,Oignon,14,+,,
Endive,Poireau,15,+,,
Endive,Pois,11,+,,
Endive,Pois,14,+,,
Endive,Poivron,14,+,,
Endive,Radis,15,+,,
Endive,Radis,14,+,,
Endive,Tomate,14,+,,
Epinard,Fève & Fèverole,9,+,,
Epinard,Fève & Fèverole,6,+,,
Epinard,Fève & Fèverole,5,+,,
Epinard,Fève & Fèverole,23,+,,
Epinard,Fève & Fèverole,10,+,,
Epinard,Fève & Fèverole,1,+,,
Epinard,Fraise,9,+,,
Epinard,Fraise,8,+,,
Epinard,Fraise,7,+,,
Epinard,Fraise,6,+,,
Epinard,Fraise,5,+,,
Epinard,Fraise,4,+,,
Epinard,Fraise,3,+,,
Epinard,Fraise,23,+,,
Epinard,Fraise,22,+,,
Epinard,Fraise,21,+,,
Epinard,Fraise,20,+,,
Epinard,Fraise,2,+,,
Epinard,Fraise,19,+,,
Epinard,Fraise,18,+,,
Epinard,Fraise,17,+,,
Epinard,Fraise,16,+,,
Epinard,Fraise,15,+,,
Epinard,Fraise,14,+,,
Epinard,Fraise,11,+,,
Epinard,Fraise,10,+,,
Epinard,Fraise,1,+,,
Epinard,Framboise,20,+,,
Epinard,"Haricots (à rame, à grain, blancs, violets, nains)",3,+,,
Epinard,"Haricots (à rame, à grain, blancs, violets, nains)",9,+,,
Epinard,"Haricots (à rame, à grain, blancs, violets, nains)",14,+,,
Epinard,"Haricots (à rame, à grain, blancs, violets, nains)",15,+,,
Epinard,"Haricots (à rame, à grain, blancs, violets, nains)",8,+,,
Epinard,"Haricots (à rame, à grain, blancs, violets, nains)",7,+,,
Epinard,"Haricots (à rame, à grain, blancs, violets, nains)",6,+,,
Epinard,"Haricots (à rame, à grain, blancs, violets, nains)",5,+,,
Epinard,"Haricots (à rame, à grain, blancs, violets, nains)",2,+,,
Epinard,"Haricots (à rame, à grain, blancs, violets, nains)",10,+,,
Epinard,"Haricots (à rame, à grain, blancs, violets, nains)",1,+,,
Epinard,Laitue (Salade),8,+,,
Epinard,Laitue (Salade),3,+,,
Epinard,Laitue (Salade),15,+,,
Epinard,Laitue (Salade),11,+,,
Epinard,Laitue (Salade),10,+,,
Epinard,Mâche,15,+,,
Epinard,Maïs,9,+,,
Epinard,Maïs,20,+,,
Epinard,Melon,9,+,,
Epinard,Melon,10,+,,
Epinard,Melon,15,+,,
Epinard,Menthe,15,+,,
Epinard,Mûre,23,+,,
Epinard,Navet,1,+,,
Epinard,Navet,6,+,,
Epinard,Navet,10,+,,
Epinard,Oignon,9,+,,
Epinard,Oignon,5,+,,
Epinard,Oignon,4,+,,
Epinard,Oignon,2,+,,
Epinard,Oignon,18,+,,
Epinard,Origan (Marjolaine),23,+,,
Epinard,Poireau,9,+,,
Epinard,Poireau,8,+,,
Epinard,Poireau,6,+,,
Epinard,Poireau,5,+,,
Epinard,Poireau,3,+,,
Epinard,Poireau,2,+,,
Epinard,Poireau,15,+,,
Epinard,Poireau,14,+,,
Epinard,Poireau,10,+,,
Epinard,Pois,9,+,,
Epinard,Pois,5,+,,
Epinard,Pois,4,+,,
Epinard,Pois,3,+,,
Epinard,Pois,20,+,,
Epinard,Pois,2,+,,
Epinard,Pois,19,+,,
Epinard,Pois,15,+,,
Epinard,Pois,14,+,,
Epinard,Pois,11,+,,
Epinard,Pois,10,+,,
Epinard,Pomme de terre,7,+,,
Epinard,Pomme de terre,6,+,,
Epinard,Pomme de terre,15,+,,
Epinard,Pomme de terre,10,+,,
Epinard,Pomme,23,+,,
Epinard,Radis,9,+,,
Epinard,Radis,8,+,,
Epinard,Radis,7,+,,
Epinard,Radis,6,+,,
Epinard,Radis,3,+,,
Epinard,Radis,2,+,,
Epinard,Radis,19,+,,
Epinard,Radis,17,+,,
Epinard,Radis,15,+,,
Epinard,Radis,14,+,,
Epinard,Radis,11,+,,
Epinard,Radis,10,+,,
Epinard,Radis,1,+,,
Epinard,Tomate,8,+,,
Epinard,Tomate,7,+,,
Epinard,Tomate,6,+,,
Epinard,Tomate,3,+,,
Epinard,Tomate,19,+,,
Epinard,Tomate,15,+,,
Epinard,Tomate,14,+,,
Epinard,Tomate,10,+,,
Epinard,Vigne,20,+,,
Estragon,Origan (Marjolaine),15,+,,
Estragon,Oseille,15,+,,
Estragon,Rhubarbe,15,+,,
Fève & Fèverole,Fraise,1,+,,
Fève & Fèverole,Fraise,4,+,,
Fève & Fèverole,Fraise,15,+,,
Fève & Fèverole,"Haricots (à rame, à grain, blancs, violets, nains)",6,+,,
Fève & Fèverole,"Haricots (à rame, à grain, blancs, violets, nains)",10,+,,
Fève & Fèverole,Laitue (Salade),6,+,,
Fève & Fèverole,Laitue (Salade),5,+,,
Fève & Fèverole,Laitue (Salade),23,+,,
Fève & Fèverole,Laitue (Salade),19,+,,
Fève & Fèverole,Laitue (Salade),10,+,,
Fève & Fèverole,Laitue (Salade),1,+,,
Fève & Fèverole,Maïs,9,+,,
Fève & Fèverole,Maïs,7,+,,
Fève & Fèverole,Maïs,6,+,,
Fève & Fèverole,Maïs,5,+,,
Fève & Fèverole,Maïs,4,+,,
Fève & Fèverole,Maïs,23,+,,
Fève & Fèverole,Maïs,22,+,,
Fève & Fèverole,Maïs,19,+,,
Fève & Fèverole,Maïs,15,+,,
Fève & Fèverole,Maïs,1,+,,
Fève & Fèverole,Melon,6,+,,
Fève & Fèverole,Melon,10,+,,
Fève & Fèverole,Navet,1,+,,
Fève & Fèverole,Œillet d'Inde (Tagète),4,+,,
Fève & Fèverole,Origan (Marjolaine),23,+,,
Fève & Fèverole,Pois,9,+,,
Fève & Fèverole,Pois,22,+,,
Fève & Fèverole,Pomme de terre,9,+,,
Fève & Fèverole,Pomme de terre,6,+,,
Fève & Fèverole,Pomme de terre,5,+,,
Fève & Fèverole,Pomme de terre,4,+,,
Fève & Fèverole,Pomme de terre,23,+,,
Fève & Fèverole,Pomme de terre,22,+,,
Fève & Fèverole,Pomme de terre,2,+,,
Fève & Fèverole,Pomme de terre,19,+,,
Fève & Fèverole,Pomme de terre,15,+,,
Fève & Fèverole,Pomme de terre,10,+,,
Fève & Fèverole,Pomme de terre,1,+,,
Fève & Fèverole,Radis,9,+,,
Fève & Fèverole,Radis,6,+,,
Fève & Fèverole,Radis,4,+,,
Fève & Fèverole,Radis,22,+,,
Fève & Fèverole,Radis,10,+,,
Fève & Fèverole,Radis,1,+,,
Fève & Fèverole,Sarriette,15,+,,
Fève & Fèverole,Sarriette,22,+,,
Fève & Fèverole,Soucis,1,+,,
Fève & Fèverole,Tomate,4,+,,
Fenouil,Laitue (Salade),7,+,,
Fenouil,Mâche,6,+,,
Fenouil,Mâche,15,+,,
Fenouil,Navet,15,+,,
Fenouil,Oignon,9,+,,
Fenouil,Panais,1,+,,
Fenouil,Poireau,6,+,,
Fenouil,Poireau,1,+,,
Fenouil,Pois,7,+,,
Fenouil,Radis,15,+,,
Fenouil,Romarin,6,+,,
Fenouil,Romarin,15,+,,
Fenouil,Sauge,6,+,,
Figue,Oseille,15,+,,
Figue,Rhubarbe,15,+,,
Fraise,Fraise,23,+,,
Fraise,"Haricots (à rame, à grain, blancs, violets, nains)",5,+,,
Fraise,"Haricots (à rame, à grain, blancs, violets, nains)",11,+,,
Fraise,"Haricots (à rame, à grain, blancs, violets, nains)",15,+,,
Fraise,"Haricots (à rame, à grain, blancs, violets, nains)",3,+,,
