espèce source,interaction,espèce cible,source,poids,commentaire
ail,favorise,carotte,"Favorise d'après 'Anne Maurel. Les associations favorables en jardinage biologique.', Favorise d'après 'Xavier Gerbeaud. Légumes bons voisins', Favorise d'après 'Wikipedia. Article ""Culture associée""', Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'Bonnes et mauvaises associations dans le potager', Favorise d'après 'Le poireau préfère les fraises. Wagner Hans, Terre Vivante, 2001. ISBN 2-904082-88-3', Favorise d'après 'Companion gardening', Favorise d'après 'Le potager de Marie', Favorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Favorise d'après 'Jean Monet. Le jardin des Monet', Favorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019', Favorise d'après 'Jardin Bio', Favorise d'après 'Ecological Agriculture Projects, McGill University', Favorise d'après 'Association FredoBio', Favorise d'après 'Jardiner avec la lune. Hopes Fiona, Marabout, 2008', Favorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007'",16.0,
ail,favorise,cerfeuil,Favorise d'après 'IDEP Foundation',1.0,
ail,favorise,cerisier,"Favorise d'après 'Sustainable Gardening Australia', Favorise d'après 'IDEP Foundation'",2.0,
ail,favorise,chicorée,"""Plantes compagnes au potager bio"" et ""Le poireau préfère les fraises""
                    ",1.0,
ail,défavorise,chou de bruxelles,"Favorise d'après 'Ekopedia : cultures associées', Défavorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007', Défavorise d'après 'Les cultures associées. Pirlet, Marisa & Guy, Nature & Progrès, 2007'",1.0,
ail,défavorise,choux,"Défavorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019', Défavorise d'après 'Defi Ecologique', Défavorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Favorise d'après 'Companion planting', Défavorise d'après 'Sustainable Gardening Australia', Favorise d'après 'Ekopedia : cultures associées', Défavorise d'après 'Xavier Gerbeaud. Légumes bons voisins', Défavorise d'après 'Les cultures associées. Pirlet, Marisa & Guy, Nature & Progrès, 2007', Défavorise d'après 'Le poireau préfère les fraises. Wagner Hans, Terre Vivante, 2001. ISBN 2-904082-88-3', Défavorise d'après 'IDEP Foundation', Défavorise d'après 'Marc Kauffman. Association des Jardins Ouvriers de Sélestat', Défavorise d'après 'Jean Monet. Le jardin des Monet', Défavorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007', Défavorise d'après 'Anne Maurel. Les associations favorables en jardinage biologique.', ""Plantes compagnes au potager bio"" et ""Le poireau préfère les fraises""
                    ",11.0,
ail,favorise,citron,Favorise d'après 'Ekopedia : cultures associées',1.0,
ail,favorise,concombre,"Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019', Favorise d'après 'Wikipedia. Article ""Culture associée""', Favorise d'après 'Anne Maurel. Les associations favorables en jardinage biologique.', Favorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Favorise d'après 'Jean Monet. Le jardin des Monet', Favorise d'après 'Le potager de Marie', Favorise d'après 'Jardinage Biologique'",8.0,
ail,favorise,cornichon,"Favorise d'après 'Le potager de Marie', Favorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager'",2.0,
ail,défavorise,cresson,"Défavorise d'après 'Defi Ecologique', Défavorise d'après 'Le poireau préfère les fraises. Wagner Hans, Terre Vivante, 2001. ISBN 2-904082-88-3'",2.0,
ail,favorise,céleris,"Favorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Favorise d'après 'Le potager de Marie', Favorise d'après 'Ekopedia : cultures associées'",3.0,
ail,défavorise,echalote,"Défavorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019'",1.0,
ail,favorise,endive,Favorise d'après 'Ekopedia : cultures associées',1.0,
ail,favorise,epinard,"Favorise d'après 'Le potager de Marie', Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'Jardiner avec la lune. Hopes Fiona, Marabout, 2008'",3.0,
ail,défavorise,fenugrec,Défavorise d'après 'Ekopedia : cultures associées',1.0,
ail,favorise,fraisier,"""Plantes compagnes au potager bio"" et ""Le poireau préfère les fraises""
                    , Favorise d'après 'Jean Monet. Le jardin des Monet', Favorise d'après 'Wikipedia. Article ""Culture associée""', Favorise d'après 'Ecological Agriculture Projects, McGill University', Favorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Défavorise d'après 'Sustainable Gardening Australia', Favorise d'après 'Le potager de Marie', Favorise d'après 'Jardinage Biologique', Favorise d'après 'Les cultures associées. Pirlet, Marisa & Guy, Nature & Progrès, 2007', Favorise d'après 'Xavier Gerbeaud. Légumes bons voisins', Favorise d'après 'Marc Kauffman. Association des Jardins Ouvriers de Sélestat', Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'Bonnes et mauvaises associations dans le potager', Favorise d'après 'Anne Maurel. Les associations favorables en jardinage biologique.', Favorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007', Défavorise d'après 'IDEP Foundation', Favorise d'après 'Le poireau préfère les fraises. Wagner Hans, Terre Vivante, 2001. ISBN 2-904082-88-3', Favorise d'après 'Jardin Bio', Favorise d'après 'Jardiner avec la lune. Hopes Fiona, Marabout, 2008'",15.0,
ail,favorise,framboisier,"""Plantes compagnes au potager bio"" et ""Le poireau préfère les fraises""
                    , Favorise d'après 'The Encyclopedia of Organic Gardening. J.I. Rodale (editor)', Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'Le potager de Marie', Favorise d'après 'Plantes amies, ennemies', Favorise d'après 'Sustainable Gardening Australia'",6.0,
ail,défavorise,fève fèverole,"Défavorise d'après 'Le Monde', Favorise d'après 'Le potager de Marie', Défavorise d'après 'Rustica', Défavorise d'après 'Jardiner avec la lune. Hopes Fiona, Marabout, 2008', Défavorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Défavorise d'après 'Jardipartage', Défavorise d'après 'Ekopedia : cultures associées', Défavorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019', Défavorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007', Défavorise d'après 'Xavier Gerbeaud. Légumes bons voisins', Défavorise d'après 'Defi Ecologique'",9.0,
ail,défavorise,gesse,Défavorise d'après 'Ekopedia : cultures associées',1.0,
ail,défavorise,haricots,"Défavorise d'après 'Ekopedia : cultures associées', Défavorise d'après 'Jean Monet. Le jardin des Monet', Défavorise d'après 'Le poireau préfère les fraises. Wagner Hans, Terre Vivante, 2001. ISBN 2-904082-88-3', Défavorise d'après 'Le Monde', Défavorise d'après 'Jardiner avec la lune. Hopes Fiona, Marabout, 2008', Défavorise d'après 'Xavier Gerbeaud. Légumes bons voisins', Défavorise d'après 'Marc Kauffman. Association des Jardins Ouvriers de Sélestat', Défavorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019', Défavorise d'après 'Sustainable Gardening Australia', Défavorise d'après 'Defi Ecologique', Défavorise d'après 'Les cultures associées. Pirlet, Marisa & Guy, Nature & Progrès, 2007', Défavorise d'après 'Jardipartage', Défavorise d'après 'IDEP Foundation', Défavorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Défavorise d'après 'Rustica', Défavorise d'après 'Jardinage Biologique', Défavorise d'après 'Companion gardening', Défavorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007', ""Plantes compagnes au potager bio"" et ""Le poireau préfère les fraises""
                    ",19.0,
ail,favorise,laitue,"Favorise d'après 'Ecological Agriculture Projects, McGill University', Favorise d'après 'Jean Monet. Le jardin des Monet', Favorise d'après 'Jardinage Biologique', Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019', Favorise d'après 'Jardin Bio', Favorise d'après 'Wikipedia. Article ""Culture associée""', Favorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Favorise d'après 'Marc Kauffman. Association des Jardins Ouvriers de Sélestat', Favorise d'après 'Le potager de Marie', Favorise d'après 'Bonnes et mauvaises associations dans le potager', Favorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007'",12.0,
ail,favorise,lavande,Favorise d'après 'IDEP Foundation',1.0,
ail,défavorise,lentille,"Défavorise d'après 'Ekopedia : cultures associées', Défavorise d'après 'Le Monde'",2.0,
ail,défavorise,lupin,Défavorise d'après 'Ekopedia : cultures associées',1.0,
ail,défavorise,luzerne,Défavorise d'après 'Ekopedia : cultures associées',1.0,
ail,favorise,mûre,"Favorise d'après 'IDEP Foundation', Favorise d'après 'Sustainable Gardening Australia'",2.0,
ail,défavorise,noyer,Défavorise d'après 'Defi Ecologique',1.0,
ail,favorise,oignon,"Favorise d'après 'Le poireau préfère les fraises. Wagner Hans, Terre Vivante, 2001. ISBN 2-904082-88-3', Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'Anne Maurel. Les associations favorables en jardinage biologique.', Favorise d'après 'Wikipedia. Article ""Culture associée""', Défavorise d'après 'Xavier Gerbeaud. Légumes bons voisins', Favorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007'",4.0,
ail,défavorise,origan,"Défavorise d'après 'Jardiner avec la lune. Hopes Fiona, Marabout, 2008'",1.0,
ail,favorise,panais,"Favorise d'après 'Sustainable Gardening Australia', Favorise d'après 'Jardiner avec la lune. Hopes Fiona, Marabout, 2008'",2.0,
ail,défavorise,persil,"Défavorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019'",1.0,
ail,favorise,pissenlit,"Favorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Favorise d'après 'Les cultures associées. Pirlet, Marisa & Guy, Nature & Progrès, 2007', ""Plantes compagnes au potager bio"" et ""Le poireau préfère les fraises""
                    ",3.0,
ail,défavorise,poireau,"Favorise d'après 'Anne Maurel. Les associations favorables en jardinage biologique.', Défavorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019', Défavorise d'après 'Jardipartage', Favorise d'après 'Le poireau préfère les fraises. Wagner Hans, Terre Vivante, 2001. ISBN 2-904082-88-3', Défavorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Défavorise d'après 'Rustica', Favorise d'après 'Wikipedia. Article ""Culture associée""'",1.0,
ail,favorise,poirier,"""Plantes compagnes au potager bio"" et ""Le poireau préfère les fraises""
                    , Favorise d'après 'Sustainable Gardening Australia'",2.0,
ail,défavorise,pois,"Défavorise d'après 'Ekopedia : cultures associées', Défavorise d'après 'Jardiner avec la lune. Hopes Fiona, Marabout, 2008', Défavorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Défavorise d'après 'Le Monde', Défavorise d'après 'Marc Kauffman. Association des Jardins Ouvriers de Sélestat', Défavorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019', Défavorise d'après 'Rustica', Défavorise d'après 'Jean Monet. Le jardin des Monet', Défavorise d'après 'Jardipartage', Défavorise d'après 'Defi Ecologique', Défavorise d'après 'Les cultures associées. Pirlet, Marisa & Guy, Nature & Progrès, 2007', Défavorise d'après 'Sustainable Gardening Australia', Défavorise d'après 'IDEP Foundation', Défavorise d'après 'Xavier Gerbeaud. Légumes bons voisins', Défavorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007', Défavorise d'après 'Jardinage Biologique', ""Plantes compagnes au potager bio"" et ""Le poireau préfère les fraises""
                    ",17.0,
ail,favorise,poivron,"Favorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019', Favorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007', Défavorise d'après 'Jardiner avec la lune. Hopes Fiona, Marabout, 2008'",1.0,
ail,favorise,pomme de terre,"Favorise d'après 'Le potager de Marie', Favorise d'après 'Jardin Bio', Favorise d'après 'Les cultures associées. Pirlet, Marisa & Guy, Nature & Progrès, 2007', Favorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Favorise d'après 'Bonnes et mauvaises associations dans le potager', Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'Ecological Agriculture Projects, McGill University', Favorise d'après 'Marc Kauffman. Association des Jardins Ouvriers de Sélestat', Favorise d'après 'Xavier Gerbeaud. Légumes bons voisins', Favorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019', Défavorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', ""Plantes compagnes au potager bio"" et ""Le poireau préfère les fraises""
                    ",8.0,
ail,favorise,pommier,"""Plantes compagnes au potager bio"" et ""Le poireau préfère les fraises""
                    , Favorise d'après 'IDEP Foundation'",2.0,
ail,favorise,prunier,"""Plantes compagnes au potager bio"" et ""Le poireau préfère les fraises""
                    ",1.0,
ail,favorise,pêcher,"""Plantes compagnes au potager bio"" et ""Le poireau préfère les fraises""
                    , Favorise d'après 'Sustainable Gardening Australia', Favorise d'après 'Ooreka'",3.0,
ail,favorise,radis,"Favorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Favorise d'après 'Jardin Bio', Favorise d'après 'Jean Monet. Le jardin des Monet', Favorise d'après 'Le potager de Marie', Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'Marc Kauffman. Association des Jardins Ouvriers de Sélestat'",6.0,
ail,favorise,rhubarbe,"Favorise d'après 'Jardiner avec la lune. Hopes Fiona, Marabout, 2008'",1.0,
ail,favorise,romarin,"Favorise d'après 'IDEP Foundation', Favorise d'après 'Sustainable Gardening Australia'",2.0,
ail,favorise,rosier,"""Plantes compagnes au potager bio"" et ""Le poireau préfère les fraises""
                    ",1.0,
ail,favorise,rutabaga,"Favorise d'après 'Le potager de Marie', Favorise d'après 'Ekopedia : cultures associées'",2.0,
ail,défavorise,réglisse,"Défavorise d'après 'Jardiner avec la lune. Hopes Fiona, Marabout, 2008'",1.0,
ail,favorise,sarriette,"Favorise d'après 'Le potager de Marie', Favorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager'",2.0,
ail,favorise,scarole,"Favorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019'",1.0,
ail,défavorise,soja,Défavorise d'après 'Ekopedia : cultures associées',1.0,
ail,défavorise,soucis,"Défavorise d'après 'Marc Kauffman. Association des Jardins Ouvriers de Sélestat', Défavorise d'après 'Les cultures associées. Pirlet, Marisa & Guy, Nature & Progrès, 2007', Défavorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', ""Plantes compagnes au potager bio"" et ""Le poireau préfère les fraises""
                    ",4.0,
ail,favorise,tomate,"Favorise d'après 'Jean Monet. Le jardin des Monet', Favorise d'après 'Wikipedia. Article ""Culture associée""', Favorise d'après 'Marc Kauffman. Association des Jardins Ouvriers de Sélestat', Favorise d'après 'Le potager de Marie', Favorise d'après 'Xavier Gerbeaud. Légumes bons voisins', Favorise d'après 'Jardinage Biologique', Favorise d'après 'Anne Maurel. Les associations favorables en jardinage biologique.', Favorise d'après 'Companion gardening', Favorise d'après 'Vivre avec la Terre. Charles Hervé-Gruyer, Perrine Hervé-Gruyer. Actes Sud. 2019', Favorise d'après 'Ecological Agriculture Projects, McGill University', Favorise d'après 'Jardin Bio', Favorise d'après 'Ekopedia : cultures associées', Favorise d'après 'Potager et la lune. Associations favorables ou défavorables au potager', Favorise d'après 'Bonnes et mauvaises associations dans le potager', Favorise d'après 'Les cultures associées. Pirlet, Marisa & Guy, Nature & Progrès, 2007', Favorise d'après 'Jardiner avec la lune. Hopes Fiona, Marabout, 2008', Favorise d'après 'Les bonnes associations au potager. Vialard Noémie, Éditions Rustica, 2007', ""Plantes compagnes au potager bio"" et ""Le poireau préfère les fraises""
                    ",18.0,
ail,favorise,topinambour,"""Plantes compagnes au potager bio"" et ""Le poireau préfère les fraises""
                    ",1.0,
ail,défavorise,tournesol,Défavorise d'après 'IDEP Foundation',1.0,
ail,favorise,vesce,"Favorise d'après 'Les cultures associées. Pirlet, Marisa & Guy, Nature & Progrès, 2007'",1.0,
altises,défavorise,chou-fleur,"""Plantes compagnes au potager bio"" et ""Le poireau préfère les fraises""
                    ",1.0,
altises,défavorise,chou-rave,"""Plantes compagnes au potager bio"" et ""Le poireau préfère les fraises""
                    ",1.0,
altises,défavorise,chou-rouge,"""Plantes compagnes au potager bio"" et ""Le poireau préfère les fraises""
                    ",1.0,
altises,défavorise,choux,"""Plantes compagnes au potager bio"" et ""Le poireau préfère les fraises""
                    ",1.0,
altises,défavorise,moutarde,"""Plantes compagnes au potager bio"" et ""Le poireau préfère les fraises""
                    ",1.0,
altises,défavorise,navet,"""Plantes compagnes au potager bio"" et ""Le poireau préfère les fraises""
                    ",1.0,
altises,défavorise,radis,"""Plantes compagnes au potager bio"" et ""Le poireau préfère les fraises""
                    ",1.0,
amarante,attire,carabes,"""Plantes compagnes au potager bio"" et ""Le poireau préfère les fraises""
                    ",1.0,
amarante,défavorise,mâche,"""Plantes compagnes au potager bio"" et ""Le poireau préfère les fraises""
                    ",1.0,
aneth,défavorise,angélique,Défavorise d'après 'Companion planting',1.0,
aneth,favorise,asperge,Favorise d'après 'Companion gardening',1.0,
aneth,favorise,bette,"""Plantes compagnes au potager bio"" et ""Le poireau préfère les fraises""
                    ",1.0,
